video_name,video_dataset,previous_frame,current_frame,frequency,exposure,duty_cycle,pattern_id,ssim,ms_ssim,uqi
b1cac6a7-04e33135.mov,BDD100K,600,601,750,32,40,1,0.9089161884989645,0.9374073147079255,0.9394554396328232
b1cac6a7-04e33135.mov,BDD100K,600,601,750,32,40,10,0.9095024335751121,0.9362668281262195,0.941146931004179
b1cac6a7-04e33135.mov,BDD100K,600,601,750,32,40,13,0.9101788444414668,0.9379059007154591,0.940736548503131
b1cac6a7-04e33135.mov,BDD100K,600,601,750,32,40,4,0.9087903112980218,0.9376688220117008,0.9395658817737158
b1cac6a7-04e33135.mov,BDD100K,600,601,750,32,40,2,0.9102953724477628,0.9370653704657926,0.9417430012147593
b21742c2-0e7a2b57.mov,BDD100K,0,1,750,32,40,1,0.617036507420829,0.689063836220094,0.9217375681001759
b21742c2-0e7a2b57.mov,BDD100K,0,1,750,32,40,10,0.6179042622369234,0.6867219645261677,0.9226012298846887
b21742c2-0e7a2b57.mov,BDD100K,0,1,750,32,40,13,0.6182593491117264,0.6896243011609046,0.9223960079778301
b21742c2-0e7a2b57.mov,BDD100K,0,1,750,32,40,4,0.617040642161807,0.6893677423830392,0.922165283374517
b21742c2-0e7a2b57.mov,BDD100K,0,1,750,32,40,2,0.6187908038332778,0.6877674470042231,0.9239564533935015
b21742c2-0e7a2b57.mov,BDD100K,100,101,750,32,40,1,0.6273933600388355,0.7593970750924003,0.9392107068331828
b21742c2-0e7a2b57.mov,BDD100K,100,101,750,32,40,10,0.6278067054358546,0.7600425514874823,0.9400541621321493
b21742c2-0e7a2b57.mov,BDD100K,100,101,750,32,40,13,0.6278126531305405,0.7608549769744475,0.9396313775323187
b21742c2-0e7a2b57.mov,BDD100K,100,101,750,32,40,4,0.6274225726916477,0.7596594585386556,0.9394568836835807
b21742c2-0e7a2b57.mov,BDD100K,100,101,750,32,40,2,0.6289297931179351,0.7607379447233823,0.9414897323216259
b21742c2-0e7a2b57.mov,BDD100K,200,201,750,32,40,1,0.6843024826688788,0.7652565340137213,0.9228399244694101
b21742c2-0e7a2b57.mov,BDD100K,200,201,750,32,40,10,0.6836098742240665,0.762035867692566,0.9220608334124245
b21742c2-0e7a2b57.mov,BDD100K,200,201,750,32,40,13,0.6850441825481282,0.7651404048455691,0.922005023636714
b21742c2-0e7a2b57.mov,BDD100K,200,201,750,32,40,4,0.6843834816555128,0.7659067091327909,0.9231886392753673
b21742c2-0e7a2b57.mov,BDD100K,200,201,750,32,40,2,0.6848929746882856,0.7639901364123396,0.9237102122405302
b21742c2-0e7a2b57.mov,BDD100K,300,301,750,32,40,1,0.6500152430535296,0.7377459633311925,0.9272285408528328
b21742c2-0e7a2b57.mov,BDD100K,300,301,750,32,40,10,0.6493758130069606,0.7406396901243413,0.9271015611489704
b21742c2-0e7a2b57.mov,BDD100K,300,301,750,32,40,13,0.6500214847455922,0.7408996670657114,0.9267942850629075
