frequency,exposure,duty_cycle,video_name,pattern_id,model,unaltered,hidden,misplaced,appeared
25,75,40.0,VIRAT_S_040104_04_000854_000934,5,ssd_inception_v2_coco_2018_01_28,586,144,1,1
511,32,0.1,VIRAT_S_050000_10_001462_001491,7,ssd_inception_v2_coco_2018_01_28,234,121,13,34
259,32,1.0,VIRAT_S_010207_10_001549_001596,2,faster_rcnn_inception_v2_coco_2018_01_28,466,3,1,0
750,75,40.0,VIRAT_S_050201_10_001992_002056,0,faster_rcnn_inception_v2_coco_2018_01_28,1444,874,290,232
511,75,1.0,VIRAT_S_010005_06_000475_000499,6,faster_rcnn_inception_v2_coco_2018_01_28,613,36,44,2
511,200,5.0,VIRAT_S_010001_03_000537_000563,1,ssd_inception_v2_coco_2018_01_28,0,51,0,0
750,75,1.0,VIRAT_S_010208_08_000807_000831,0,ssd_inception_v2_coco_2018_01_28,14,1,0,3
750,32,1.0,VIRAT_S_050000_11_001530_001576,9,ssd_inception_v2_coco_2018_01_28,562,153,71,25
25,75,1.0,VIRAT_S_050000_02_000404_000486,3,faster_rcnn_inception_v2_coco_2018_01_28,3282,158,177,68
511,75,40.0,VIRAT_S_010005_06_000475_000499,0,faster_rcnn_inception_v2_coco_2018_01_28,453,133,107,2
25,32,5.0,VIRAT_S_010001_03_000537_000563,6,faster_rcnn_inception_v2_coco_2018_01_28,562,5,54,1
511,200,0.1,VIRAT_S_010201_08_000705_000739,2,faster_rcnn_inception_v2_coco_2018_01_28,186,92,0,4
511,200,10.0,VIRAT_S_010005_06_000475_000499,2,ssd_inception_v2_coco_2018_01_28,44,104,46,0
511,32,10.0,VIRAT_S_010110_06_000953_001011,6,ssd_inception_v2_coco_2018_01_28,741,611,63,0
511,200,40.0,VIRAT_S_040103_08_001475_001512,0,ssd_inception_v2_coco_2018_01_28,2,494,0,0
25,32,1.0,VIRAT_S_040103_08_001475_001512,0,faster_rcnn_inception_v2_coco_2018_01_28,909,0,0,1
25,75,40.0,VIRAT_S_010005_06_000475_000499,4,faster_rcnn_inception_v2_coco_2018_01_28,672,4,17,0
511,200,40.0,VIRAT_S_010001_03_000537_000563,4,ssd_inception_v2_coco_2018_01_28,44,2,5,0
750,32,5.0,VIRAT_S_010204_07_000942_000989,1,ssd_inception_v2_coco_2018_01_28,164,10,1,36
511,75,0.1,VIRAT_S_010204_03_000606_000632,4,ssd_inception_v2_coco_2018_01_28,12,4,0,9
259,32,40.0,VIRAT_S_010204_11_001524_001607,9,ssd_inception_v2_coco_2018_01_28,42,3,0,3
259,200,1.0,VIRAT_S_050000_02_000404_000486,9,ssd_inception_v2_coco_2018_01_28,674,756,109,234
750,32,1.0,VIRAT_S_010203_00_000047_000139,9,faster_rcnn_inception_v2_coco_2018_01_28,1184,9,1,2
511,200,40.0,VIRAT_S_010110_06_000953_001011,8,ssd_inception_v2_coco_2018_01_28,0,1415,0,0
259,75,1.0,VIRAT_S_010110_06_000953_001011,3,faster_rcnn_inception_v2_coco_2018_01_28,2640,296,314,66
25,32,10.0,VIRAT_S_040104_04_000854_000934,0,faster_rcnn_inception_v2_coco_2018_01_28,1695,83,12,44
511,75,5.0,VIRAT_S_040104_04_000854_000934,9,ssd_inception_v2_coco_2018_01_28,292,376,63,4
750,200,10.0,VIRAT_S_010201_08_000705_000739,5,ssd_inception_v2_coco_2018_01_28,26,31,0,2
259,200,10.0,VIRAT_S_040103_03_000284_000425,2,faster_rcnn_inception_v2_coco_2018_01_28,2963,333,955,69
511,75,20.0,VIRAT_S_010204_07_000942_000989,7,faster_rcnn_inception_v2_coco_2018_01_28,358,191,8,85
750,32,40.0,VIRAT_S_050000_10_001462_001491,7,ssd_inception_v2_coco_2018_01_28,159,188,21,9
25,32,1.0,VIRAT_S_010200_01_000254_000322,3,ssd_inception_v2_coco_2018_01_28,63,2,0,7
25,32,20.0,VIRAT_S_050000_10_001462_001491,0,faster_rcnn_inception_v2_coco_2018_01_28,829,104,144,5
511,32,1.0,VIRAT_S_010208_07_000768_000791,5,faster_rcnn_inception_v2_coco_2018_01_28,195,1,0,1
25,32,10.0,VIRAT_S_000205_02_000409_000566,2,ssd_inception_v2_coco_2018_01_28,3650,1530,152,4
259,75,40.0,VIRAT_S_010207_10_001549_001596,4,faster_rcnn_inception_v2_coco_2018_01_28,316,151,3,91
25,75,5.0,VIRAT_S_010201_08_000705_000739,7,faster_rcnn_inception_v2_coco_2018_01_28,270,8,0,1
25,200,10.0,VIRAT_S_010203_00_000047_000139,3,faster_rcnn_inception_v2_coco_2018_01_28,1153,27,14,2
259,32,10.0,VIRAT_S_040103_08_001475_001512,9,ssd_inception_v2_coco_2018_01_28,462,15,19,3
25,200,0.1,VIRAT_S_010205_04_000545_000576,5,ssd_inception_v2_coco_2018_01_28,14,0,0,2
511,75,0.1,VIRAT_S_010204_11_001524_001607,4,faster_rcnn_inception_v2_coco_2018_01_28,178,89,0,32
259,200,0.1,VIRAT_S_000205_02_000409_000566,5,faster_rcnn_inception_v2_coco_2018_01_28,8943,1367,777,168
259,75,5.0,VIRAT_S_010204_11_001524_001607,9,faster_rcnn_inception_v2_coco_2018_01_28,162,142,0,16
750,32,20.0,VIRAT_S_010207_10_001549_001596,2,ssd_inception_v2_coco_2018_01_28,141,10,0,20
511,200,20.0,VIRAT_S_010208_08_000807_000831,4,faster_rcnn_inception_v2_coco_2018_01_28,44,88,2,88
750,200,1.0,VIRAT_S_010205_04_000545_000576,2,faster_rcnn_inception_v2_coco_2018_01_28,49,75,0,44
750,200,0.1,VIRAT_S_050000_11_001530_001576,1,ssd_inception_v2_coco_2018_01_28,227,466,93,0
25,75,20.0,VIRAT_S_010005_06_000475_000499,2,ssd_inception_v2_coco_2018_01_28,150,44,0,2
511,200,0.1,VIRAT_S_010001_03_000537_000563,2,faster_rcnn_inception_v2_coco_2018_01_28,352,137,132,19
511,75,1.0,VIRAT_S_010205_04_000545_000576,4,faster_rcnn_inception_v2_coco_2018_01_28,63,61,0,17
25,75,5.0,VIRAT_S_010001_03_000537_000563,6,faster_rcnn_inception_v2_coco_2018_01_28,522,41,58,49
259,32,0.1,VIRAT_S_050000_11_001530_001576,3,ssd_inception_v2_coco_2018_01_28,713,27,46,15
750,75,0.1,VIRAT_S_050201_10_001992_002056,1,faster_rcnn_inception_v2_coco_2018_01_28,2007,419,182,150
259,200,0.1,VIRAT_S_050000_11_001530_001576,8,faster_rcnn_inception_v2_coco_2018_01_28,1523,189,62,68
750,75,20.0,VIRAT_S_040103_08_001475_001512,6,ssd_inception_v2_coco_2018_01_28,18,477,1,0
511,32,20.0,VIRAT_S_040103_08_001475_001512,2,ssd_inception_v2_coco_2018_01_28,364,110,22,6
511,75,1.0,VIRAT_S_000201_02_000590_000623,3,ssd_inception_v2_coco_2018_01_28,406,618,6,2
25,200,1.0,VIRAT_S_010204_07_000942_000989,2,faster_rcnn_inception_v2_coco_2018_01_28,557,11,0,1
259,32,20.0,VIRAT_S_050201_10_001992_002056,6,ssd_inception_v2_coco_2018_01_28,700,305,228,24
25,200,0.1,VIRAT_S_010208_08_000807_000831,8,faster_rcnn_inception_v2_coco_2018_01_28,131,0,0,0
25,75,20.0,VIRAT_S_050000_10_001462_001491,2,ssd_inception_v2_coco_2018_01_28,89,150,129,20
750,200,40.0,VIRAT_S_010208_02_000150_000180,3,faster_rcnn_inception_v2_coco_2018_01_28,140,229,0,132
25,75,5.0,VIRAT_S_040104_04_000854_000934,2,faster_rcnn_inception_v2_coco_2018_01_28,1522,146,122,17
25,75,40.0,VIRAT_S_050000_02_000404_000486,2,faster_rcnn_inception_v2_coco_2018_01_28,2337,1038,242,64
511,200,20.0,VIRAT_S_010208_02_000150_000180,6,ssd_inception_v2_coco_2018_01_28,33,74,0,0
750,75,1.0,VIRAT_S_010208_07_000768_000791,9,ssd_inception_v2_coco_2018_01_28,40,17,0,6
25,75,20.0,VIRAT_S_040103_08_001475_001512,0,faster_rcnn_inception_v2_coco_2018_01_28,595,200,114,21
750,32,1.0,VIRAT_S_010208_08_000807_000831,1,faster_rcnn_inception_v2_coco_2018_01_28,134,0,0,2
259,75,20.0,VIRAT_S_010204_03_000606_000632,8,faster_rcnn_inception_v2_coco_2018_01_28,124,77,2,1
259,75,5.0,VIRAT_S_050000_02_000404_000486,0,ssd_inception_v2_coco_2018_01_28,442,1003,94,72
750,32,1.0,VIRAT_S_040104_04_000854_000934,1,faster_rcnn_inception_v2_coco_2018_01_28,1721,41,28,21
511,75,40.0,VIRAT_S_040104_04_000854_000934,1,faster_rcnn_inception_v2_coco_2018_01_28,1076,566,147,329
25,200,20.0,VIRAT_S_010204_07_000942_000989,9,faster_rcnn_inception_v2_coco_2018_01_28,302,260,6,27
25,200,20.0,VIRAT_S_010203_00_000047_000139,8,ssd_inception_v2_coco_2018_01_28,284,9,1,4
750,75,0.1,VIRAT_S_010208_02_000150_000180,9,faster_rcnn_inception_v2_coco_2018_01_28,318,51,0,2
511,75,10.0,VIRAT_S_010204_07_000942_000989,2,ssd_inception_v2_coco_2018_01_28,131,41,3,80
259,200,40.0,VIRAT_S_050201_10_001992_002056,7,ssd_inception_v2_coco_2018_01_28,0,1233,0,0
259,200,20.0,VIRAT_S_000205_02_000409_000566,8,ssd_inception_v2_coco_2018_01_28,2733,1445,1154,28
750,75,20.0,VIRAT_S_050201_10_001992_002056,6,ssd_inception_v2_coco_2018_01_28,0,1233,0,0
750,200,5.0,VIRAT_S_010204_03_000606_000632,3,faster_rcnn_inception_v2_coco_2018_01_28,60,142,1,0
511,75,10.0,VIRAT_S_010208_08_000807_000831,4,ssd_inception_v2_coco_2018_01_28,15,0,0,3
25,32,1.0,VIRAT_S_010004_01_000163_000188,2,faster_rcnn_inception_v2_coco_2018_01_28,721,4,1,2
259,75,0.1,VIRAT_S_000201_02_000590_000623,6,faster_rcnn_inception_v2_coco_2018_01_28,1824,152,39,17
511,32,1.0,VIRAT_S_010110_06_000953_001011,4,faster_rcnn_inception_v2_coco_2018_01_28,3007,134,109,26
259,75,40.0,VIRAT_S_010204_03_000606_000632,6,ssd_inception_v2_coco_2018_01_28,8,8,0,0
25,32,1.0,VIRAT_S_010204_11_001524_001607,7,faster_rcnn_inception_v2_coco_2018_01_28,299,5,0,0
750,75,5.0,VIRAT_S_010005_06_000475_000499,2,ssd_inception_v2_coco_2018_01_28,72,101,21,2
259,32,1.0,VIRAT_S_010204_11_001524_001607,3,faster_rcnn_inception_v2_coco_2018_01_28,291,13,0,17
25,32,10.0,VIRAT_S_010207_10_001549_001596,8,ssd_inception_v2_coco_2018_01_28,189,0,0,1
25,75,20.0,VIRAT_S_010004_01_000163_000188,5,faster_rcnn_inception_v2_coco_2018_01_28,700,15,11,3
259,32,20.0,VIRAT_S_010001_03_000537_000563,4,ssd_inception_v2_coco_2018_01_28,51,0,0,1
511,200,20.0,VIRAT_S_010203_00_000047_000139,9,ssd_inception_v2_coco_2018_01_28,87,203,4,4
259,200,0.1,VIRAT_S_010207_10_001549_001596,7,faster_rcnn_inception_v2_coco_2018_01_28,447,21,2,23
259,200,1.0,VIRAT_S_010208_10_000904_000991,8,faster_rcnn_inception_v2_coco_2018_01_28,680,335,5,5
750,32,5.0,VIRAT_S_010204_07_000942_000989,5,ssd_inception_v2_coco_2018_01_28,164,10,1,42
25,75,20.0,VIRAT_S_010208_10_000904_000991,0,ssd_inception_v2_coco_2018_01_28,108,125,4,1
259,200,5.0,VIRAT_S_010208_02_000150_000180,3,faster_rcnn_inception_v2_coco_2018_01_28,346,23,0,1
25,32,1.0,VIRAT_S_010204_07_000942_000989,5,faster_rcnn_inception_v2_coco_2018_01_28,566,2,0,1
511,75,0.1,VIRAT_S_040103_03_000284_000425,7,faster_rcnn_inception_v2_coco_2018_01_28,3763,90,398,13
25,200,10.0,VIRAT_S_050000_11_001530_001576,5,faster_rcnn_inception_v2_coco_2018_01_28,1228,338,208,26
259,75,1.0,VIRAT_S_010004_01_000163_000188,4,ssd_inception_v2_coco_2018_01_28,76,79,26,8
750,200,1.0,VIRAT_S_010110_06_000953_001011,9,faster_rcnn_inception_v2_coco_2018_01_28,2102,541,607,49
750,75,40.0,VIRAT_S_010208_10_000904_000991,5,ssd_inception_v2_coco_2018_01_28,58,175,4,0
25,32,5.0,VIRAT_S_010208_02_000150_000180,7,faster_rcnn_inception_v2_coco_2018_01_28,369,0,0,0
750,32,40.0,VIRAT_S_010203_00_000047_000139,9,faster_rcnn_inception_v2_coco_2018_01_28,1152,38,4,200
259,75,5.0,VIRAT_S_010201_08_000705_000739,7,faster_rcnn_inception_v2_coco_2018_01_28,250,28,0,14
750,32,1.0,VIRAT_S_010208_02_000150_000180,3,ssd_inception_v2_coco_2018_01_28,106,1,0,3
750,200,0.1,VIRAT_S_010204_11_001524_001607,2,ssd_inception_v2_coco_2018_01_28,17,22,0,3
750,32,0.1,VIRAT_S_000201_02_000590_000623,1,faster_rcnn_inception_v2_coco_2018_01_28,1866,145,4,15
25,75,40.0,VIRAT_S_010204_03_000606_000632,8,ssd_inception_v2_coco_2018_01_28,8,8,0,4
25,200,1.0,VIRAT_S_010004_01_000163_000188,2,faster_rcnn_inception_v2_coco_2018_01_28,713,9,4,1
750,200,20.0,VIRAT_S_010208_08_000807_000831,2,faster_rcnn_inception_v2_coco_2018_01_28,28,105,1,76
750,32,0.1,VIRAT_S_040103_08_001475_001512,2,faster_rcnn_inception_v2_coco_2018_01_28,905,1,3,0
259,200,40.0,VIRAT_S_010200_01_000254_000322,8,faster_rcnn_inception_v2_coco_2018_01_28,189,365,7,133
511,200,5.0,VIRAT_S_010110_06_000953_001011,4,faster_rcnn_inception_v2_coco_2018_01_28,2178,636,436,59
750,75,20.0,VIRAT_S_010207_10_001549_001596,0,ssd_inception_v2_coco_2018_01_28,73,78,0,27
511,32,40.0,VIRAT_S_010110_06_000953_001011,7,faster_rcnn_inception_v2_coco_2018_01_28,2684,313,253,54
259,32,0.1,VIRAT_S_010004_01_000163_000188,2,ssd_inception_v2_coco_2018_01_28,153,28,0,2
750,75,1.0,VIRAT_S_010200_01_000254_000322,3,ssd_inception_v2_coco_2018_01_28,29,9,0,7
259,75,10.0,VIRAT_S_050201_10_001992_002056,5,ssd_inception_v2_coco_2018_01_28,485,288,460,0
750,200,0.1,VIRAT_S_040103_03_000284_000425,8,ssd_inception_v2_coco_2018_01_28,468,1738,797,32
25,32,0.1,VIRAT_S_050201_10_001992_002056,1,faster_rcnn_inception_v2_coco_2018_01_28,2512,79,17,7
25,200,10.0,VIRAT_S_050000_02_000404_000486,6,faster_rcnn_inception_v2_coco_2018_01_28,2357,1005,255,37
259,32,5.0,VIRAT_S_010004_01_000163_000188,0,ssd_inception_v2_coco_2018_01_28,125,56,0,2
259,75,10.0,VIRAT_S_010208_08_000807_000831,7,faster_rcnn_inception_v2_coco_2018_01_28,85,46,0,5
750,32,5.0,VIRAT_S_010200_01_000254_000322,1,ssd_inception_v2_coco_2018_01_28,36,2,0,5
511,32,0.1,VIRAT_S_010208_08_000807_000831,7,ssd_inception_v2_coco_2018_01_28,15,0,0,0
25,200,0.1,VIRAT_S_010208_07_000768_000791,5,ssd_inception_v2_coco_2018_01_28,45,6,0,3
259,200,0.1,VIRAT_S_010204_03_000606_000632,2,faster_rcnn_inception_v2_coco_2018_01_28,198,5,0,3
511,32,1.0,VIRAT_S_010005_06_000475_000499,1,faster_rcnn_inception_v2_coco_2018_01_28,667,24,2,1
511,75,40.0,VIRAT_S_040103_03_000284_000425,1,ssd_inception_v2_coco_2018_01_28,165,2701,136,2
25,32,0.1,VIRAT_S_010208_07_000768_000791,2,faster_rcnn_inception_v2_coco_2018_01_28,190,0,0,0
750,75,20.0,VIRAT_S_010201_08_000705_000739,6,ssd_inception_v2_coco_2018_01_28,31,26,0,3
750,32,0.1,VIRAT_S_010204_03_000606_000632,2,ssd_inception_v2_coco_2018_01_28,15,1,0,1
25,200,1.0,VIRAT_S_010208_02_000150_000180,3,ssd_inception_v2_coco_2018_01_28,4,103,0,0
259,32,1.0,VIRAT_S_040103_08_001475_001512,8,ssd_inception_v2_coco_2018_01_28,373,105,18,2
25,75,5.0,VIRAT_S_010001_03_000537_000563,5,faster_rcnn_inception_v2_coco_2018_01_28,553,7,61,30
25,75,40.0,VIRAT_S_050000_11_001530_001576,8,ssd_inception_v2_coco_2018_01_28,382,355,49,49
259,200,20.0,VIRAT_S_010208_10_000904_000991,5,ssd_inception_v2_coco_2018_01_28,67,163,7,7
25,200,1.0,VIRAT_S_050000_10_001462_001491,7,faster_rcnn_inception_v2_coco_2018_01_28,1011,59,7,3
259,32,40.0,VIRAT_S_050000_02_000404_000486,2,faster_rcnn_inception_v2_coco_2018_01_28,3245,346,26,48
750,32,0.1,VIRAT_S_040103_03_000284_000425,4,faster_rcnn_inception_v2_coco_2018_01_28,4199,36,22,11
25,75,40.0,VIRAT_S_010205_04_000545_000576,8,faster_rcnn_inception_v2_coco_2018_01_28,45,79,0,12
259,200,20.0,VIRAT_S_010204_07_000942_000989,5,ssd_inception_v2_coco_2018_01_28,33,135,2,7
511,32,1.0,VIRAT_S_010004_01_000163_000188,2,faster_rcnn_inception_v2_coco_2018_01_28,694,3,29,2
750,200,10.0,VIRAT_S_050000_10_001462_001491,5,faster_rcnn_inception_v2_coco_2018_01_28,278,627,172,31
25,32,20.0,VIRAT_S_000201_02_000590_000623,8,faster_rcnn_inception_v2_coco_2018_01_28,1772,222,21,80
750,32,10.0,VIRAT_S_010208_07_000768_000791,3,ssd_inception_v2_coco_2018_01_28,55,2,0,9
25,75,40.0,VIRAT_S_050000_10_001462_001491,8,ssd_inception_v2_coco_2018_01_28,115,236,17,13
259,32,1.0,VIRAT_S_010204_07_000942_000989,1,ssd_inception_v2_coco_2018_01_28,167,3,0,17
511,75,5.0,VIRAT_S_010208_08_000807_000831,9,faster_rcnn_inception_v2_coco_2018_01_28,79,55,0,15
750,200,20.0,VIRAT_S_010203_00_000047_000139,9,ssd_inception_v2_coco_2018_01_28,68,221,5,5
25,200,5.0,VIRAT_S_010203_00_000047_000139,6,ssd_inception_v2_coco_2018_01_28,286,7,1,4
25,75,20.0,VIRAT_S_000201_02_000590_000623,5,faster_rcnn_inception_v2_coco_2018_01_28,1980,33,2,3
259,32,1.0,VIRAT_S_010005_06_000475_000499,5,ssd_inception_v2_coco_2018_01_28,146,44,4,3
25,75,40.0,VIRAT_S_010203_00_000047_000139,9,ssd_inception_v2_coco_2018_01_28,213,79,2,10
259,32,1.0,VIRAT_S_010204_07_000942_000989,9,ssd_inception_v2_coco_2018_01_28,164,6,0,3
259,200,1.0,VIRAT_S_010204_03_000606_000632,3,faster_rcnn_inception_v2_coco_2018_01_28,194,9,0,3
511,32,20.0,VIRAT_S_000205_02_000409_000566,3,faster_rcnn_inception_v2_coco_2018_01_28,8481,1799,807,92
25,200,10.0,VIRAT_S_050201_10_001992_002056,5,faster_rcnn_inception_v2_coco_2018_01_28,1059,1331,218,53
750,75,40.0,VIRAT_S_010204_03_000606_000632,4,faster_rcnn_inception_v2_coco_2018_01_28,103,100,0,50
750,75,20.0,VIRAT_S_050201_10_001992_002056,8,faster_rcnn_inception_v2_coco_2018_01_28,1509,830,269,268
25,32,5.0,VIRAT_S_010204_03_000606_000632,6,ssd_inception_v2_coco_2018_01_28,14,2,0,1
259,32,10.0,VIRAT_S_040103_03_000284_000425,4,ssd_inception_v2_coco_2018_01_28,2405,419,178,11
750,75,10.0,VIRAT_S_040103_03_000284_000425,3,ssd_inception_v2_coco_2018_01_28,416,2222,365,304
511,75,0.1,VIRAT_S_010200_01_000254_000322,1,ssd_inception_v2_coco_2018_01_28,34,4,0,4
259,75,1.0,VIRAT_S_010204_07_000942_000989,0,ssd_inception_v2_coco_2018_01_28,136,34,0,25
750,32,1.0,VIRAT_S_040103_08_001475_001512,6,faster_rcnn_inception_v2_coco_2018_01_28,898,4,7,0
750,32,1.0,VIRAT_S_010204_11_001524_001607,3,faster_rcnn_inception_v2_coco_2018_01_28,246,21,0,40
259,32,20.0,VIRAT_S_050201_10_001992_002056,8,ssd_inception_v2_coco_2018_01_28,759,325,149,2
511,75,5.0,VIRAT_S_010207_10_001549_001596,4,ssd_inception_v2_coco_2018_01_28,98,53,0,13
750,32,5.0,VIRAT_S_050000_11_001530_001576,3,ssd_inception_v2_coco_2018_01_28,520,174,92,34
259,75,40.0,VIRAT_S_010004_01_000163_000188,5,faster_rcnn_inception_v2_coco_2018_01_28,596,68,62,22
259,200,10.0,VIRAT_S_050000_10_001462_001491,7,faster_rcnn_inception_v2_coco_2018_01_28,618,239,220,28
259,200,1.0,VIRAT_S_000201_02_000590_000623,1,faster_rcnn_inception_v2_coco_2018_01_28,1811,97,107,28
25,200,5.0,VIRAT_S_050000_11_001530_001576,6,ssd_inception_v2_coco_2018_01_28,491,164,131,0
259,75,1.0,VIRAT_S_050201_10_001992_002056,3,ssd_inception_v2_coco_2018_01_28,567,398,268,1
750,32,10.0,VIRAT_S_000201_02_000590_000623,4,faster_rcnn_inception_v2_coco_2018_01_28,1888,120,7,18
259,75,0.1,VIRAT_S_050000_02_000404_000486,2,ssd_inception_v2_coco_2018_01_28,945,493,101,76
750,200,10.0,VIRAT_S_010001_03_000537_000563,5,faster_rcnn_inception_v2_coco_2018_01_28,257,166,198,37
511,75,10.0,VIRAT_S_010001_03_000537_000563,8,ssd_inception_v2_coco_2018_01_28,50,1,0,7
259,75,10.0,VIRAT_S_010207_10_001549_001596,6,faster_rcnn_inception_v2_coco_2018_01_28,451,17,2,6
25,32,5.0,VIRAT_S_010204_11_001524_001607,8,ssd_inception_v2_coco_2018_01_28,45,0,0,1
259,200,40.0,VIRAT_S_010204_07_000942_000989,2,ssd_inception_v2_coco_2018_01_28,40,129,1,4
750,32,1.0,VIRAT_S_040103_03_000284_000425,1,ssd_inception_v2_coco_2018_01_28,2506,451,46,3
511,200,10.0,VIRAT_S_010204_03_000606_000632,7,ssd_inception_v2_coco_2018_01_28,2,14,0,2
511,200,5.0,VIRAT_S_010005_06_000475_000499,4,faster_rcnn_inception_v2_coco_2018_01_28,452,108,133,4
259,200,40.0,VIRAT_S_010205_04_000545_000576,7,faster_rcnn_inception_v2_coco_2018_01_28,22,100,2,6
511,32,5.0,VIRAT_S_010207_10_001549_001596,4,faster_rcnn_inception_v2_coco_2018_01_28,424,16,1,27
259,32,5.0,VIRAT_S_010207_10_001549_001596,7,ssd_inception_v2_coco_2018_01_28,181,8,0,1
511,32,20.0,VIRAT_S_000205_02_000409_000566,7,ssd_inception_v2_coco_2018_01_28,3563,1630,139,5
511,200,1.0,VIRAT_S_050201_10_001992_002056,0,faster_rcnn_inception_v2_coco_2018_01_28,1508,917,183,48
25,200,1.0,VIRAT_S_010208_10_000904_000991,2,ssd_inception_v2_coco_2018_01_28,215,22,0,8
511,75,0.1,VIRAT_S_050201_10_001992_002056,9,ssd_inception_v2_coco_2018_01_28,696,242,295,13
25,32,10.0,VIRAT_S_010110_06_000953_001011,9,ssd_inception_v2_coco_2018_01_28,1035,327,53,7
750,32,5.0,VIRAT_S_010110_06_000953_001011,2,ssd_inception_v2_coco_2018_01_28,685,614,116,14
259,200,0.1,VIRAT_S_010204_11_001524_001607,1,faster_rcnn_inception_v2_coco_2018_01_28,186,118,0,10
259,75,20.0,VIRAT_S_010001_03_000537_000563,0,ssd_inception_v2_coco_2018_01_28,51,0,0,13
511,32,20.0,VIRAT_S_010208_08_000807_000831,3,ssd_inception_v2_coco_2018_01_28,15,0,0,2
25,75,5.0,VIRAT_S_010208_08_000807_000831,5,ssd_inception_v2_coco_2018_01_28,14,1,0,1
259,75,40.0,VIRAT_S_010110_06_000953_001011,2,faster_rcnn_inception_v2_coco_2018_01_28,2317,540,393,53
25,32,40.0,VIRAT_S_010204_03_000606_000632,8,ssd_inception_v2_coco_2018_01_28,12,4,0,1
25,75,20.0,VIRAT_S_010200_01_000254_000322,5,ssd_inception_v2_coco_2018_01_28,63,2,0,2
511,75,20.0,VIRAT_S_010204_03_000606_000632,3,faster_rcnn_inception_v2_coco_2018_01_28,149,54,0,5
259,32,1.0,VIRAT_S_010200_01_000254_000322,0,ssd_inception_v2_coco_2018_01_28,60,5,0,4
511,32,40.0,VIRAT_S_010208_08_000807_000831,3,faster_rcnn_inception_v2_coco_2018_01_28,131,3,0,22
750,32,10.0,VIRAT_S_010201_08_000705_000739,3,ssd_inception_v2_coco_2018_01_28,53,4,0,6
259,200,20.0,VIRAT_S_000201_02_000590_000623,6,faster_rcnn_inception_v2_coco_2018_01_28,1208,641,166,5
259,75,1.0,VIRAT_S_010110_06_000953_001011,7,ssd_inception_v2_coco_2018_01_28,913,453,49,2
25,200,10.0,VIRAT_S_010004_01_000163_000188,1,faster_rcnn_inception_v2_coco_2018_01_28,527,17,182,0
511,75,10.0,VIRAT_S_010208_07_000768_000791,5,ssd_inception_v2_coco_2018_01_28,39,16,2,7
25,32,5.0,VIRAT_S_000205_02_000409_000566,5,ssd_inception_v2_coco_2018_01_28,4315,470,547,131
750,200,20.0,VIRAT_S_010004_01_000163_000188,6,ssd_inception_v2_coco_2018_01_28,34,102,45,0
511,32,5.0,VIRAT_S_010200_01_000254_000322,3,faster_rcnn_inception_v2_coco_2018_01_28,546,14,1,16
259,75,1.0,VIRAT_S_000201_02_000590_000623,4,faster_rcnn_inception_v2_coco_2018_01_28,1835,85,95,14
750,32,1.0,VIRAT_S_010005_06_000475_000499,6,faster_rcnn_inception_v2_coco_2018_01_28,678,11,4,3
750,32,40.0,VIRAT_S_010204_11_001524_001607,7,ssd_inception_v2_coco_2018_01_28,35,4,0,1
25,32,20.0,VIRAT_S_010005_06_000475_000499,0,faster_rcnn_inception_v2_coco_2018_01_28,657,28,8,4
259,32,0.1,VIRAT_S_040104_04_000854_000934,7,faster_rcnn_inception_v2_coco_2018_01_28,1740,20,30,10
750,75,10.0,VIRAT_S_010205_04_000545_000576,4,ssd_inception_v2_coco_2018_01_28,2,12,0,2
259,75,20.0,VIRAT_S_010004_01_000163_000188,1,ssd_inception_v2_coco_2018_01_28,54,88,39,1
511,75,20.0,VIRAT_S_040104_04_000854_000934,1,ssd_inception_v2_coco_2018_01_28,25,689,17,344
750,32,5.0,VIRAT_S_010005_06_000475_000499,7,ssd_inception_v2_coco_2018_01_28,186,8,0,4
511,75,10.0,VIRAT_S_010004_01_000163_000188,6,ssd_inception_v2_coco_2018_01_28,57,89,35,1
511,32,1.0,VIRAT_S_010204_03_000606_000632,0,faster_rcnn_inception_v2_coco_2018_01_28,200,3,0,2
511,75,40.0,VIRAT_S_010205_04_000545_000576,1,ssd_inception_v2_coco_2018_01_28,2,12,0,3
259,200,10.0,VIRAT_S_010204_11_001524_001607,9,faster_rcnn_inception_v2_coco_2018_01_28,152,149,3,105
25,200,5.0,VIRAT_S_010200_01_000254_000322,9,ssd_inception_v2_coco_2018_01_28,33,32,0,7
25,75,10.0,VIRAT_S_010208_02_000150_000180,3,faster_rcnn_inception_v2_coco_2018_01_28,283,86,0,1
25,200,0.1,VIRAT_S_010203_00_000047_000139,4,ssd_inception_v2_coco_2018_01_28,232,59,3,7
750,32,1.0,VIRAT_S_010204_03_000606_000632,2,ssd_inception_v2_coco_2018_01_28,14,2,0,1
25,32,10.0,VIRAT_S_010205_04_000545_000576,6,faster_rcnn_inception_v2_coco_2018_01_28,123,1,0,0
259,32,1.0,VIRAT_S_010207_10_001549_001596,4,ssd_inception_v2_coco_2018_01_28,181,8,0,1
511,75,1.0,VIRAT_S_010201_08_000705_000739,2,ssd_inception_v2_coco_2018_01_28,44,12,0,6
750,75,0.1,VIRAT_S_040103_08_001475_001512,5,ssd_inception_v2_coco_2018_01_28,234,160,102,7
